Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Black Brick Wall
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Clay
chiselsandbits:block_bit:0, Chiseled Bit - Red Pillars Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Green Pillars Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Road South
chiselsandbits:block_bit:0, Chiseled Bit - White Gray Wall
chiselsandbits:block_bit:0, Chiseled Bit - Rammed Earth
chiselsandbits:block_bit:0, Chiseled Bit - Rouge Brick
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Wooden Planks
chiselsandbits:block_bit:0, Chiseled Bit - Architectural Painting
chiselsandbits:block_bit:0, Chiseled Bit - Compact Machine Wall
chiselsandbits:block_bit:0, Chiseled Bit - Kitchen Floor
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Brick
chiselsandbits:block_bit:0, Chiseled Bit - Carved Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Corrupted Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Soot-covered Machine Casing
chiselsandbits:block_bit:0, Chiseled Bit - Glitch Infused Block
chiselsandbits:block_bit:0, Chiseled Bit - Molecular Exciter Down
chiselsandbits:block_bit:0, Chiseled Bit - Phasing Block
chiselsandbits:block_bit:0, Chiseled Bit - Phasing Block (inverted)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Luminessence
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nether Stars
chiselsandbits:block_bit:0, Chiseled Bit - Block of Crystaltine
chiselsandbits:block_bit:0, Chiseled Bit - Block of The Ultimate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ender
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ender Stars
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enhanced Ender
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Iron
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Refined Obsidian Down
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Refined Glowstone Down
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Teleporter Frame Down
chiselsandbits:block_bit:0, Chiseled Bit - Steel Casing Down
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Tank Down
chiselsandbits:block_bit:0, Chiseled Bit - Structural Glass Down
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Valve Down
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Controller Down
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Valve Down
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - Salt Block
chiselsandbits:block_bit:0, Chiseled Bit - Flux Block
chiselsandbits:block_bit:0, Chiseled Bit - Logic Programmer North
chiselsandbits:block_bit:0, Chiseled Bit - Menril Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Menril Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Menril Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Crystalized Menril
chiselsandbits:block_bit:0, Chiseled Bit - Crystalized Menril Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Crystalized Chorus
chiselsandbits:block_bit:0, Chiseled Bit - Crystalized Chorus Brick
chiselsandbits:block_bit:0, Chiseled Bit - Wither Boss Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Ender Dragon Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Stone
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium Essence
chiselsandbits:block_bit:0, Chiseled Bit - Block of Prosperity
chiselsandbits:block_bit:0, Chiseled Bit - Block of Base Essence
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium
chiselsandbits:block_bit:0, Chiseled Bit - §dBlock of Soulium
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium Coal
chiselsandbits:block_bit:0, Chiseled Bit - Cobbled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Cobbled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Soulstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Soulstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Soulstone Slab Block
chiselsandbits:block_bit:0, Chiseled Bit - Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eInferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eNether Inferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eEnd Inferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eGrowth Accelerator
chiselsandbits:block_bit:0, Chiseled Bit - Witherproof Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium Coal
chiselsandbits:block_bit:0, Chiseled Bit - Nether Star Crux
chiselsandbits:block_bit:0, Chiseled Bit - Dragon Egg Crux
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Proxy
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Proxy (update)
chiselsandbits:block_bit:0, Chiseled Bit - White Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Gray Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Green Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Black Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Alchemical Coal Block
chiselsandbits:block_bit:0, Chiseled Bit - Mobius Fuel Block
chiselsandbits:block_bit:0, Chiseled Bit - Aeternalis Fuel Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Matter Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Matter Block
chiselsandbits:block_bit:0, Chiseled Bit - Rock Salt
chiselsandbits:block_bit:0, Chiseled Bit - Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Block
chiselsandbits:block_bit:0, Chiseled Bit - Machine Hull
chiselsandbits:block_bit:0, Chiseled Bit - Fusion Reactor Coil
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stripes
chiselsandbits:block_bit:0, Chiseled Bit - Coils
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Smooth Plate
chiselsandbits:block_bit:0, Chiseled Bit - Dark Vent
chiselsandbits:block_bit:0, Chiseled Bit - Vent
chiselsandbits:block_bit:0, Chiseled Bit - Holographic Matrix
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Plate Guided
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Fiber Plate
chiselsandbits:block_bit:0, Chiseled Bit - Matter Tube
chiselsandbits:block_bit:0, Chiseled Bit - Matter Tube
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Grate
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Grate
chiselsandbits:block_bit:0, Chiseled Bit - Floor Tiles
chiselsandbits:block_bit:0, Chiseled Bit - White Floor Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Green Floor Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Linoleum Floor
chiselsandbits:block_bit:0, Chiseled Bit - Soft Wall Plates
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Rail
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Rail
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Tritanium Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Colored Tritanium Plate
chiselsandbits:block_bit:0, Chiseled Bit - Engine Exhaust Plasma
chiselsandbits:block_bit:0, Chiseled Bit - Hellshelf
chiselsandbits:block_bit:0, Chiseled Bit - Hellshelf
chiselsandbits:block_bit:0, Chiseled Bit - Rock Crystal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Starmetal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aquamarine Shale
chiselsandbits:block_bit:0, Chiseled Bit - Marble
chiselsandbits:block_bit:0, Chiseled Bit - Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Marble Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Marble Arch
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Marble
chiselsandbits:block_bit:0, Chiseled Bit - Engraved Marble
chiselsandbits:block_bit:0, Chiseled Bit - Runed Marble
chiselsandbits:block_bit:0, Chiseled Bit - Sooty Marble
chiselsandbits:block_bit:0, Chiseled Bit - Sooty Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Sooty Marble Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Sooty Marble Arch
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sooty Marble
chiselsandbits:block_bit:0, Chiseled Bit - Engraved Sooty Marble
chiselsandbits:block_bit:0, Chiseled Bit - Runed Sooty Marble
chiselsandbits:block_bit:0, Chiseled Bit - Infused Wood
chiselsandbits:block_bit:0, Chiseled Bit - Infused Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Infused Wood Column
chiselsandbits:block_bit:0, Chiseled Bit - Infused Wood Arch
chiselsandbits:block_bit:0, Chiseled Bit - Engraved Infused Wood
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Infused Wood
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Infused Wood
chiselsandbits:block_bit:0, Chiseled Bit - Compact Machine Twilight Forest Wall
chiselsandbits:block_bit:0, Chiseled Bit - Compact Machine Lost Cities Wall
chiselsandbits:block_bit:0, Chiseled Bit - Compact Machine Nether Wall
chiselsandbits:block_bit:0, Chiseled Bit - Compact Machine End Wall
chiselsandbits:block_bit:0, Chiseled Bit - Dust
chiselsandbits:block_bit:0, Chiseled Bit - Compact Machine Hunting Dimension Wall
chiselsandbits:block_bit:0, Chiseled Bit - End Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Soundproofing
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogel Block
